country,village,cons_index,treatment_village,treated,household_id
Ghana,135,,1,1,6233
Ghana,135,1.6502633,1,1,6219
Ghana,135,-.6248365,1,0,6222
Ghana,135,-.77895546,1,0,6232
Ghana,135,-.39459881,1,0,6230
Ghana,135,-.32498595,1,0,6221
Ghana,135,2.1365554,1,0,6234
Ghana,135,6.14394,1,1,6228
Ghana,138,.1391637,1,1,6236
Ghana,138,-.39515209,1,0,6242
Ghana,138,-.4556829,1,1,6247
Ghana,138,-.77523887,1,0,6246
Ghana,138,-.81521571,1,1,6245
Ghana,138,-.21001382,1,0,6239
Ghana,138,-.071509741,1,0,6238
Ghana,138,-.41107175,1,1,6235
Ghana,138,.44176015,1,0,6241
Ghana,138,-.34498796,1,0,6243
Ghana,138,-.099970691,1,1,6237
Ghana,138,-.091861688,1,1,6240
Ghana,138,-.056311075,1,1,6244
Ghana,139,-.73608065,1,0,6254
Ghana,139,-.46363294,1,0,6253
Ghana,139,-.49778578,1,1,6250
Ghana,139,-.47298205,1,0,6252
Ghana,139,-.63350725,1,1,6251
Ghana,139,-.8270725,1,1,6248
Ghana,139,-.94027972,1,0,6255
Ghana,139,-.87352002,1,1,6249
Ghana,140,-.12211923,1,0,6261
Ghana,140,-.59974951,1,0,6266
Ghana,140,.29553923,1,1,6272
Ghana,140,.53125495,1,1,6275
Ghana,140,-.15234235,1,1,6270
Ghana,140,-.1626844,1,1,6263
Ghana,140,-.16479681,1,1,6271
Ghana,140,-.45740879,1,0,6257
Ghana,140,-.84792519,1,1,6265
Ghana,140,.2221467,1,1,6278
Ghana,140,-.48345473,1,1,6268
Ghana,140,.13654035,1,0,6256
Ghana,140,-.78280723,1,0,6267
Ghana,140,-.53254938,1,0,6259
Ghana,140,-.64244306,1,1,6277
Ghana,140,-.022580961,1,0,6273
Ghana,140,-.091168053,1,0,6276
Ghana,140,1.7333819,1,0,6269
Ghana,140,-.49376154,1,1,6260
Ghana,140,-.014353517,1,0,6258
Ghana,140,-.96467865,1,0,6262
Ghana,140,.038872179,1,0,6274
Ghana,140,-.63955981,1,1,6264
Ghana,141,-.5453105,1,1,6299
Ghana,141,-.81557685,1,0,6300
Ghana,141,-.067269795,1,0,6286
Ghana,141,.26904064,1,1,6285
Ghana,141,-.80552089,1,1,6291
Ghana,141,-.26929393,1,0,6282
Ghana,141,-.46275717,1,0,6283
Ghana,141,.046444591,1,1,6280
Ghana,141,.39499283,1,0,6284
Ghana,141,-.070257768,1,1,6304
Ghana,141,-.42510742,1,1,6306
Ghana,141,-.47182444,1,1,6295
Ghana,141,-.089622155,1,1,6307
Ghana,141,-.80423385,1,0,6290
Ghana,141,.059835911,1,0,6308
Ghana,141,-.072804481,1,1,6296
Ghana,141,-.21271043,1,1,6305
Ghana,141,-1.2137879,1,0,6288
Ghana,141,-.41995591,1,0,6293
Ghana,141,-.10280813,1,0,6279
Ghana,141,-.54952008,1,0,6287
Ghana,141,-.40738219,1,0,6301
Ghana,141,-1.124221,1,1,6289
Ghana,141,.016996792,1,0,6302
Ghana,141,1.7171321,1,0,6294
Ghana,141,.20235766,1,1,6281
Ghana,141,.045354392,1,0,6303
Ghana,141,-.77523088,1,0,6292
Ghana,141,-.37666845,1,1,6298
Ghana,141,.22067919,1,1,6297
Ghana,142,-.21747091,0,0,6343
Ghana,142,-.58771551,0,0,6340
Ghana,142,-.60385716,0,0,6317
Ghana,142,-.78393078,0,0,6329
Ghana,142,-.62076348,0,0,6320
Ghana,142,-.054719508,0,0,6337
Ghana,142,.1843393,0,0,6339
Ghana,142,-.89475834,0,0,6314
Ghana,142,-.99707407,0,0,6344
Ghana,142,-.22580869,0,0,6326
Ghana,142,-.88075984,0,0,6347
Ghana,142,-.63497913,0,0,6319
Ghana,142,,0,0,6338
Ghana,142,-.48191771,0,0,6346
Ghana,142,-.28411916,0,0,6313
Ghana,142,-.79688537,0,0,6332
Ghana,142,-.74037492,0,0,6318
Ghana,142,-.5177809,0,0,6322
Ghana,142,-.72618777,0,0,6312
Ghana,142,-.92575353,0,0,6331
Ghana,142,-1.0872926,0,0,6330
Ghana,142,-.77521616,0,0,6341
Ghana,142,-.9547168,0,0,6327
Ghana,142,-.84383547,0,0,6336
Ghana,142,-.69999266,0,0,6309
Ghana,142,-.8252281,0,0,6334
Ghana,142,-.54281831,0,0,6325
Ghana,142,1.088856,0,0,6321
Ghana,142,-.55719966,0,0,6324
Ghana,142,,0,0,6311
Ghana,142,,0,0,6315
Ghana,142,-.5943253,0,0,6342
Ghana,142,-1.1186674,0,0,6345
Ghana,142,-.90119779,0,0,6310
Ghana,142,-.18872389,0,0,6335
Ghana,142,-.86853707,0,0,6316
Ghana,142,-.93030512,0,0,6323
Ghana,142,-1.1386706,0,0,6328
Ghana,142,,0,0,6333
Ghana,146,.54076314,0,0,6359
Ghana,146,-.63895696,0,0,6358
Ghana,146,1.2259634,0,0,6367
Ghana,146,,0,0,6357
Ghana,146,-.37057713,0,0,6349
Ghana,146,-.3523486,0,0,6350
Ghana,146,1.4250481,0,0,6354
Ghana,146,3.2427716,0,0,6355
Ghana,146,1.2041495,0,0,6348
Ghana,146,-.1497373,0,0,6370
Ghana,146,.26399761,0,0,6353
Ghana,146,-.11832488,0,0,6356
Ghana,146,-.38845828,0,0,6364
Ghana,146,-.12193362,0,0,6362
Ghana,146,2.345747,0,0,6352
Ghana,146,1.0962373,0,0,6363
Ghana,146,-.42564011,0,0,6360
Ghana,146,-.1590047,0,0,6368
Ghana,146,-.014602515,0,0,6361
Ghana,146,.65639895,0,0,6369
Ghana,146,,0,0,6365
Ghana,146,.39621928,0,0,6351
Ghana,146,-.21972065,0,0,6366
Ghana,147,.029886026,1,0,6384
Ghana,147,-.40514243,1,0,6378
Ghana,147,-.71195728,1,1,6373
Ghana,147,.67578387,1,0,6380
Ghana,147,-.68263793,1,1,6375
Ghana,147,-.33105731,1,0,6383
Ghana,147,.4750469,1,1,6371
Ghana,147,-.12289535,1,0,6377
Ghana,147,1.4824337,1,1,6372
Ghana,147,-.70332164,1,0,6376
Ghana,147,-.38195512,1,1,6374
Ghana,147,.1132034,1,0,6385
Ghana,147,-.54810905,1,1,6382
Ghana,147,-.35123971,1,1,6381
Ghana,147,1.7730447,1,1,6379
Ghana,148,-.96172863,0,0,6391
Ghana,148,-.75170702,0,0,6392
Ghana,148,.61212194,0,0,6389
Ghana,148,-.25767481,0,0,6386
Ghana,148,-.44444486,0,0,6390
Ghana,148,-.48601988,0,0,6394
Ghana,148,-.64476436,0,0,6393
Ghana,148,-.033063911,0,0,6387
Ghana,148,,0,0,6388
Ghana,149,-.079416931,1,1,6396
Ghana,149,-.23813783,1,1,6397
Ghana,149,-.60066259,1,1,6395
Ghana,149,-.13926992,1,1,6398
Ghana,149,-.23599803,1,0,6403
Ghana,149,.099666834,1,0,6400
Ghana,149,.049301285,1,0,6402
Ghana,149,-.64485145,1,0,6399
Ghana,149,.57079679,1,0,6401
Ghana,150,-.69513518,0,0,6419
Ghana,150,-.27423337,0,0,6406
Ghana,150,11.092806,0,0,6417
Ghana,150,-.7550528,0,0,6410
Ghana,150,.69252169,0,0,6405
Ghana,150,.31732184,0,0,6415
Ghana,150,-1.0233567,0,0,6407
Ghana,150,1.2909573,0,0,6414
Ghana,150,.20083414,0,0,6411
Ghana,150,-.39464092,0,0,6421
Ghana,150,-.1240987,0,0,6409
Ghana,150,.070737332,0,0,6404
Ghana,150,,0,0,6416
Ghana,150,-.52850443,0,0,6408
Ghana,150,-1.0407193,0,0,6420
Ghana,150,-.069315702,0,0,6413
Ghana,150,-.96422493,0,0,6412
Ghana,150,,0,0,6418
Ghana,155,-.17501809,0,0,6429
Ghana,155,-.91725665,0,0,6435
Ghana,155,-1.0688689,0,0,6436
Ghana,155,1.6317089,0,0,6431
Ghana,155,-.79027218,0,0,6424
Ghana,155,-.17644909,0,0,6432
Ghana,155,-.8820225,0,0,6427
Ghana,155,-.21374157,0,0,6430
Ghana,155,.026942186,0,0,6425
Ghana,155,-.93342364,0,0,6422
Ghana,155,-.58623683,0,0,6423
Ghana,155,-.33284947,0,0,6426
Ghana,155,-.82863355,0,0,6433
Ghana,155,-.82902813,0,0,6434
Ghana,155,-.61146992,0,0,6428
Ghana,156,.066775195,0,0,6440
Ghana,156,1.4414551,0,0,6441
Ghana,156,-.52535367,0,0,6439
Ghana,156,-.76921558,0,0,6443
Ghana,156,.99437094,0,0,6444
Ghana,156,.017812556,0,0,6437
Ghana,156,,0,0,6438
Ghana,156,-.5992316,0,0,6450
Ghana,156,-.44693798,0,0,6448
Ghana,156,-.17862956,0,0,6446
Ghana,156,.79687822,0,0,6451
Ghana,156,.36966437,0,0,6449
Ghana,156,,0,0,6452
Ghana,156,-.76869339,0,0,6442
Ghana,156,-.6953994,0,0,6445
Ghana,156,-.21097066,0,0,6447
Ghana,157,-.42174625,1,1,6462
Ghana,157,-.33978051,1,1,6456
Ghana,157,-.89798599,1,1,6464
Ghana,157,.41216478,1,0,6454
Ghana,157,-.045752052,1,0,6461
Ghana,157,-.91020679,1,0,6463
Ghana,157,-.1545867,1,1,6460
Ghana,157,-.1121606,1,1,6459
Ghana,157,-.010187075,1,1,6455
Ghana,157,-.52054256,1,0,6453
Ghana,157,.14170776,1,1,6458
Ghana,157,-.79435843,1,0,6457
Ghana,158,-1.0188371,1,0,6470
Ghana,158,-1.1393145,1,1,6480
Ghana,158,-.898516,1,1,6477
Ghana,158,.046403825,1,0,6467
Ghana,158,-.067089722,1,1,6471
Ghana,158,,1,0,6466
Ghana,158,.7389074,1,1,6468
Ghana,158,1.0968934,1,1,6473
Ghana,158,-.88650626,1,1,6475
Ghana,158,-1.0325626,1,1,6476
Ghana,158,-.74908352,1,1,6478
Ghana,158,-.26011425,1,1,6465
Ghana,158,-.9042294,1,0,6481
Ghana,158,-.4523201,1,1,6479
Ghana,158,-.49045596,1,0,6474
Ghana,158,-.38143048,1,0,6472
Ghana,158,,1,0,6469
Ghana,159,-.20688148,1,0,6498
Ghana,159,.63212824,1,0,6506
Ghana,159,.08066082,1,0,6491
Ghana,159,-.28320092,1,0,6489
Ghana,159,-.28353474,1,1,6492
Ghana,159,-.16242535,1,0,6507
Ghana,159,-.31250635,1,0,6490
Ghana,159,-.100755,1,0,6494
Ghana,159,.43267554,1,0,6497
Ghana,159,1.6770732,1,1,6495
Ghana,159,1.0994214,1,1,6501
Ghana,159,-.34026343,1,0,6482
Ghana,159,.92175609,1,1,6485
Ghana,159,.22988385,1,0,6496
Ghana,159,-.537709,1,1,6508
Ghana,159,.61776936,1,1,6500
Ghana,159,-.40855569,1,1,6504
Ghana,159,-.3770262,1,1,6509
Ghana,159,2.558305,1,0,6483
Ghana,159,.32022363,1,1,6502
Ghana,159,.72938108,1,1,6493
Ghana,159,.22661294,1,1,6503
Ghana,159,.078960925,1,1,6499
Ghana,159,.19941238,1,1,6487
Ghana,159,.19092992,1,0,6484
Ghana,159,.66176116,1,0,6488
Ghana,159,-.78923565,1,1,6486
Ghana,159,-.74015254,1,1,6505
Ghana,161,.79470396,0,0,6513
Ghana,161,-.44389421,0,0,6514
Ghana,161,5.1605711,0,0,6515
Ghana,161,-1.2088606,0,0,6519
Ghana,161,1.0858431,0,0,6523
Ghana,161,-.64242709,0,0,6520
Ghana,161,-.65823472,0,0,6516
Ghana,161,-.81093097,0,0,6521
Ghana,161,,0,0,6518
Ghana,161,.79948604,0,0,6526
Ghana,161,.90394831,0,0,6525
Ghana,161,1.1463306,0,0,6512
Ghana,161,-.85475421,0,0,6524
Ghana,161,.37863198,0,0,6522
Ghana,161,-.28074786,0,0,6510
Ghana,161,-.102777,0,0,6511
Ghana,161,-.5924378,0,0,6517
Ghana,162,.16802178,0,0,6544
Ghana,162,.014502238,0,0,6545
Ghana,162,.26775402,0,0,6543
Ghana,162,-.085740253,0,0,6540
Ghana,162,-.66351032,0,0,6548
Ghana,162,-.36772484,0,0,6530
Ghana,162,-.034092162,0,0,6528
Ghana,162,1.1001981,0,0,6527
Ghana,162,.049415633,0,0,6529
Ghana,162,-.31752092,0,0,6531
Ghana,162,.29499066,0,0,6538
Ghana,162,-.37498567,0,0,6546
Ghana,162,-.52067488,0,0,6533
Ghana,162,-.66881561,0,0,6536
Ghana,162,-.317819,0,0,6541
Ghana,162,-.81521142,0,0,6542
Ghana,162,-.55190498,0,0,6535
Ghana,162,-.14500922,0,0,6537
Ghana,162,-.050893061,0,0,6539
Ghana,162,-.41341776,0,0,6532
Ghana,162,.74426883,0,0,6534
Ghana,162,-.50443202,0,0,6547
Ghana,163,-.69029105,0,0,6549
Ghana,163,.12531483,0,0,6553
Ghana,163,,0,0,6551
Ghana,163,-1.05151,0,0,6552
Ghana,163,-.70090687,0,0,6550
Ghana,165,-.74264413,1,1,6564
Ghana,165,-.39236963,1,0,6563
Ghana,165,.76228029,1,1,6571
Ghana,165,-.63790828,1,1,6559
Ghana,165,4.6065326,1,1,6572
Ghana,165,-.16472861,1,0,6554
Ghana,165,-.71790844,1,0,6573
Ghana,165,.091186784,1,0,6566
Ghana,165,.47771761,1,0,6569
Ghana,165,-.41345918,1,0,6557
Ghana,165,-.68748283,1,0,6555
Ghana,165,.18392186,1,1,6562
Ghana,165,.26578143,1,0,6561
Ghana,165,-.73286569,1,0,6556
Ghana,165,-.66780329,1,1,6560
Ghana,165,-.32418799,1,0,6565
Ghana,165,-.31746843,1,1,6570
Ghana,165,-.47731131,1,1,6568
Ghana,165,.11582723,1,0,6558
Ghana,165,-.14673223,1,1,6567
Ghana,166,.95641792,0,0,6582
Ghana,166,-.67403293,0,0,6578
Ghana,166,-1.0497106,0,0,6580
Ghana,166,-.66930586,0,0,6579
Ghana,166,-.13948184,0,0,6584
Ghana,166,-.98543537,0,0,6581
Ghana,166,,0,0,6574
Ghana,166,-.77713096,0,0,6575
Ghana,166,-.52885413,0,0,6583
Ghana,166,1.2684691,0,0,6576
Ghana,166,-.79141223,0,0,6577
Ghana,169,1.4392976,0,0,6585
Ghana,169,1.5456941,0,0,6594
Ghana,169,.47345871,0,0,6586
Ghana,169,3.2096546,0,0,6595
Ghana,169,-.98734331,0,0,6588
Ghana,169,-1.2391976,0,0,6592
Ghana,169,1.9526348,0,0,6593
Ghana,169,,0,0,6591
Ghana,169,,0,0,6589
Ghana,169,-.12235764,0,0,6590
Ghana,169,.47866994,0,0,6587
Ghana,170,.0044281334,0,0,6605
Ghana,170,-.72117251,0,0,6601
Ghana,170,-.32838196,0,0,6598
Ghana,170,.20652041,0,0,6597
Ghana,170,-.55776018,0,0,6606
Ghana,170,1.007854,0,0,6604
Ghana,170,-.22318527,0,0,6602
Ghana,170,.6251778,0,0,6603
Ghana,170,.19742088,0,0,6596
Ghana,170,.55869818,0,0,6600
Ghana,170,.48021641,0,0,6599
Ghana,171,-.49722937,1,0,6621
Ghana,171,-.46123725,1,1,6607
Ghana,171,-.47528753,1,0,6622
Ghana,171,-.7288624,1,1,6615
Ghana,171,-.51309967,1,0,6608
Ghana,171,-.077348307,1,1,6614
Ghana,171,-.46552366,1,0,6624
Ghana,171,-.43367752,1,1,6611
Ghana,171,-.63395923,1,1,6613
Ghana,171,-.533674,1,0,6626
Ghana,171,-.56976891,1,1,6616
Ghana,171,-.64806247,1,1,6619
Ghana,171,.4174009,1,0,6623
Ghana,171,-.38345087,1,1,6617
Ghana,171,-.16306932,1,1,6612
Ghana,171,-.68969744,1,1,6620
Ghana,171,-.6227271,1,0,6610
Ghana,171,-.26117051,1,1,6609
Ghana,171,-.23866311,1,0,6618
Ghana,171,.19607806,1,1,6625
Ghana,172,,0,0,6629
Ghana,172,-.94069308,0,0,6636
Ghana,172,,0,0,6630
Ghana,172,-.4308314,0,0,6635
Ghana,172,-.85826808,0,0,6627
Ghana,172,-.5503906,0,0,6628
Ghana,172,-.26633903,0,0,6638
Ghana,172,,0,0,6633
Ghana,172,,0,0,6632
Ghana,172,-.61830693,0,0,6637
Ghana,172,-.29111901,0,0,6634
Ghana,172,-.48215091,0,0,6631
Ghana,174,3.6266778,1,1,6658
Ghana,174,-.69474,1,0,6665
Ghana,174,1.4650328,1,1,6648
Ghana,174,-.058181167,1,1,6662
Ghana,174,.10862803,1,1,6661
Ghana,174,.17714171,1,0,6654
Ghana,174,-.11834213,1,1,6653
Ghana,174,-.92719406,1,0,6639
Ghana,174,3.5020115,1,1,6649
Ghana,174,-.88351703,1,0,6667
Ghana,174,-.70669049,1,1,6659
Ghana,174,-.25377551,1,1,6657
Ghana,174,1.6408412,1,0,6656
Ghana,174,-.24065275,1,0,6655
Ghana,174,.34692347,1,1,6645
Ghana,174,-.72809571,1,0,6651
Ghana,174,-.91779727,1,0,6640
Ghana,174,-.72744834,1,0,6668
Ghana,174,-1.1604011,1,1,6642
Ghana,174,-1.0252805,1,0,6641
Ghana,174,.22388126,1,0,6650
Ghana,174,1.4744102,1,0,6647
Ghana,174,-.65138793,1,1,6643
Ghana,174,-.68618816,1,0,6666
Ghana,174,.1603989,1,1,6660
Ghana,174,-.25494915,1,0,6652
Ghana,174,.068536393,1,0,6646
Ghana,174,-.9015038,1,1,6644
Ghana,174,-.2054147,1,1,6663
Ghana,174,-.10278975,1,1,6664
Ghana,176,2.3569758,1,0,6671
Ghana,176,.50310093,1,1,6679
Ghana,176,-.079547241,1,0,6687
Ghana,176,-.18729803,1,0,6685
Ghana,176,-.10867583,1,1,6674
Ghana,176,.25580531,1,0,6676
Ghana,176,-.17255355,1,1,6688
Ghana,176,-.5624494,1,0,6672
Ghana,176,.79541248,1,0,6686
Ghana,176,2.5303078,1,1,6670
Ghana,176,-.70663089,1,1,6675
Ghana,176,1.5356735,1,0,6683
Ghana,176,-.54349005,1,1,6682
Ghana,176,-.6347093,1,0,6681
Ghana,176,2.2204363,1,1,6684
Ghana,176,.054770172,1,1,6678
Ghana,176,-.70333272,1,1,6689
Ghana,176,-.79507554,1,1,6673
Ghana,176,-.59052986,1,1,6669
Ghana,176,-.69518721,1,1,6680
Ghana,176,,1,0,6677
Ghana,178,-1.0088779,1,1,6695
Ghana,178,-1.1137594,1,1,6693
Ghana,178,,1,0,6702
Ghana,178,-.44237143,1,1,6694
Ghana,178,-1.037428,1,1,6691
Ghana,178,-.7593798,1,0,6690
Ghana,178,-.46509755,1,1,6692
Ghana,178,-.92573744,1,0,6698
Ghana,178,-.46533412,1,0,6696
Ghana,178,.76557159,1,0,6700
Ghana,178,.25509804,1,0,6699
Ghana,178,-.68323416,1,0,6697
Ghana,178,-1.1304424,1,0,6701
Ghana,180,-.097267665,1,1,6707
Ghana,180,-.25086054,1,1,6711
Ghana,180,.029613517,1,1,6708
Ghana,180,.14492749,1,0,6709
Ghana,180,-.24792513,1,0,6704
Ghana,180,-.36911234,1,1,6705
Ghana,180,.41956779,1,0,6703
Ghana,180,-.3557362,1,1,6706
Ghana,180,-.079918534,1,0,6712
Ghana,180,1.3588839,1,1,6710
Ghana,181,1.118096,0,0,6719
Ghana,181,.22891209,0,0,6723
Ghana,181,-.53191423,0,0,6724
Ghana,181,-1.0481604,0,0,6728
Ghana,181,-.98349196,0,0,6717
Ghana,181,.43429744,0,0,6730
Ghana,181,.086921155,0,0,6722
Ghana,181,-.59417886,0,0,6715
Ghana,181,-.33716959,0,0,6718
Ghana,181,-.080338612,0,0,6727
Ghana,181,-.87693453,0,0,6721
Ghana,181,2.2594364,0,0,6726
Ghana,181,-.81533837,0,0,6720
Ghana,181,-.44896412,0,0,6729
Ghana,181,-.66498899,0,0,6716
Ghana,181,-.8494556,0,0,6725
Ghana,181,1.3917965,0,0,6713
Ghana,181,-.53572297,0,0,6714
Ghana,182,1.2960396,1,1,6740
Ghana,182,.10211685,1,1,6736
Ghana,182,.21351963,1,1,6741
Ghana,182,-.2247075,1,1,6734
Ghana,182,-.12558538,1,0,6737
Ghana,182,,1,0,6739
Ghana,182,.74957633,1,0,6735
Ghana,182,1.5181311,1,0,6732
Ghana,182,.13760376,1,0,6738
Ghana,182,.87916565,1,1,6733
Ghana,182,.44746247,1,1,6731
Ghana,183,-.019326415,0,0,6746
Ghana,183,-.83191741,0,0,6749
Ghana,183,-.12254846,0,0,6753
Ghana,183,-.30982918,0,0,6744
Ghana,183,-.35469076,0,0,6755
Ghana,183,.66015536,0,0,6750
Ghana,183,-.051762186,0,0,6752
Ghana,183,-.030440485,0,0,6748
Ghana,183,-.0066478211,0,0,6745
Ghana,183,-.15744869,0,0,6742
Ghana,183,-.44826087,0,0,6756
Ghana,183,.89896852,0,0,6751
Ghana,183,-.25101319,0,0,6747
Ghana,183,-.43975121,0,0,6754
Ghana,183,-.63517672,0,0,6743
Ghana,184,-.28493717,1,1,6757
Ghana,184,-.99674016,1,0,6766
Ghana,184,.31651106,1,1,6762
Ghana,184,,1,1,6763
Ghana,184,-.84522557,1,0,6764
Ghana,184,-.62733018,1,0,6758
Ghana,184,-1.0004404,1,1,6759
Ghana,184,,1,1,6761
Ghana,184,-.7110033,1,1,6760
Ghana,184,-.7060743,1,1,6765
Ghana,184,,1,0,6767
Ghana,184,,1,1,6768
Ghana,185,-.34287328,1,1,6781
Ghana,185,.35845938,1,0,6794
Ghana,185,-.03684815,1,1,6779
Ghana,185,-.42121655,1,1,6786
Ghana,185,-.9370234,1,0,6778
Ghana,185,-.38793027,1,1,6769
Ghana,185,-1.0075456,1,0,6791
Ghana,185,-.30053976,1,1,6780
Ghana,185,-1.0206378,1,0,6787
Ghana,185,1.7159872,1,0,6772
Ghana,185,-.13718702,1,0,6770
Ghana,185,,1,1,6795
Ghana,185,.75834513,1,1,6776
Ghana,185,-.0082959579,1,0,6771
Ghana,185,-.85793167,1,0,6788
Ghana,185,-.18895324,1,0,6783
Ghana,185,-1.1225373,1,1,6784
Ghana,185,-.79897738,1,0,6782
Ghana,185,-.73392457,1,1,6785
Ghana,185,-.58196771,1,0,6775
Ghana,185,-.70732027,1,1,6774
Ghana,185,-.78271914,1,1,6792
Ghana,185,-.62564641,1,1,6777
Ghana,185,2.083976,1,0,6773
Ghana,185,-.59139377,1,0,6793
Ghana,185,-.4531548,1,1,6790
Ghana,185,-.46378389,1,1,6789
Ghana,186,.170709,1,1,6801
Ghana,186,1.4942032,1,1,6805
Ghana,186,.052948065,1,0,6796
Ghana,186,.48832509,1,0,6808
Ghana,186,-.17077285,1,1,6809
Ghana,186,-.36648458,1,1,6810
Ghana,186,-.54951358,1,0,6799
Ghana,186,-.41913131,1,0,6807
Ghana,186,.30162078,1,1,6800
Ghana,186,.386884,1,1,6798
Ghana,186,-.14964198,1,0,6804
Ghana,186,.93485534,1,1,6803
Ghana,186,.68957239,1,0,6811
Ghana,186,-.44289944,1,0,6797
Ghana,186,-.43886876,1,1,6806
Ghana,186,1.9646612,1,0,6802
Ghana,187,-1.0244228,1,0,6850
Ghana,187,-.55002093,1,1,6823
Ghana,187,-.29456294,1,1,6821
Ghana,187,-.41423193,1,0,6852
Ghana,187,5.177361,1,0,6819
Ghana,187,-1.0747291,1,0,6853
Ghana,187,-.90854353,1,0,6830
Ghana,187,,1,0,6849
Ghana,187,-.13967267,1,0,6829
Ghana,187,-.61860108,1,1,6833
Ghana,187,-1.0939726,1,0,6834
Ghana,187,-.87780905,1,1,6838
Ghana,187,-1.0579252,1,0,6826
Ghana,187,-1.1174271,1,1,6846
Ghana,187,.88582259,1,1,6854
Ghana,187,-.67612213,1,0,6827
Ghana,187,-.8214559,1,1,6842
Ghana,187,2.1089094,1,1,6840
Ghana,187,-.021615863,1,1,6836
Ghana,187,-1.0317041,1,0,6844
Ghana,187,-.74394786,1,1,6812
Ghana,187,-.95997566,1,1,6845
Ghana,187,-.52288741,1,1,6814
Ghana,187,,1,1,6832
Ghana,187,-.75444174,1,0,6831
Ghana,187,-.70057982,1,0,6820
Ghana,187,-.30006754,1,1,6825
Ghana,187,-.72265112,1,1,6817
Ghana,187,,1,0,6843
Ghana,187,-.36038586,1,1,6815
Ghana,187,-.99949086,1,0,6828
Ghana,187,-.72695619,1,1,6847
Ghana,187,-.73612511,1,1,6851
Ghana,187,-.60611403,1,1,6813
Ghana,187,-.33216459,1,0,6848
Ghana,187,-.33823043,1,0,6818
Ghana,187,-.86633605,1,1,6837
Ghana,187,-.97496527,1,0,6835
Ghana,187,-.46661305,1,1,6822
Ghana,187,-.78683311,1,1,6839
Ghana,187,-.68046319,1,1,6841
Ghana,187,-.22433959,1,1,6824
Ghana,187,-.42017049,1,1,6816
Ghana,188,.27193955,0,0,6864
Ghana,188,.2108191,0,0,6868
Ghana,188,-.37417367,0,0,6859
Ghana,188,.27026355,0,0,6862
Ghana,188,,0,0,6860
Ghana,188,.73676097,0,0,6856
Ghana,188,.15389767,0,0,6863
Ghana,188,.40456149,0,0,6867
Ghana,188,,0,0,6857
Ghana,188,.29565829,0,0,6858
Ghana,188,-.16564356,0,0,6866
Ghana,188,.17288202,0,0,6869
Ghana,188,.077210963,0,0,6865
Ghana,188,.35294902,0,0,6855
Ghana,188,1.719195,0,0,6870
Ghana,188,-.5735113,0,0,6861
Ghana,189,-.27825394,1,1,6889
Ghana,189,-.27673805,1,0,6886
Ghana,189,.015413973,1,1,6873
Ghana,189,.30066666,1,1,6888
Ghana,189,-.3249329,1,1,6882
Ghana,189,-.37325671,1,1,6871
Ghana,189,-.037346706,1,0,6872
Ghana,189,-.56617546,1,0,6883
Ghana,189,-.39372101,1,0,6891
Ghana,189,-.97743648,1,0,6878
Ghana,189,-.24625903,1,1,6890
Ghana,189,-.39525288,1,1,6874
Ghana,189,.80926567,1,0,6884
Ghana,189,-.53332204,1,1,6887
Ghana,189,.328345,1,0,6885
Ghana,189,.10858502,1,0,6876
Ghana,189,-.24620189,1,0,6877
Ghana,189,.22854008,1,1,6880
Ghana,189,-.12366153,1,1,6881
Ghana,189,.34476507,1,0,6875
Ghana,189,.26167229,1,0,6879
Ghana,191,.46517816,0,0,6893
Ghana,191,,0,0,6900
Ghana,191,-.4685618,0,0,6897
Ghana,191,.67878211,0,0,6895
Ghana,191,-.24549623,0,0,6896
Ghana,191,-.16406323,0,0,6898
Ghana,191,,0,0,6899
Ghana,191,.94760537,0,0,6894
Ghana,191,.72400135,0,0,6892
Ghana,192,.076120764,1,1,6910
Ghana,192,-.31406254,1,1,6902
Ghana,192,-.503609,1,1,6908
Ghana,192,-.32438162,1,0,6907
Ghana,192,-.42033747,1,1,6901
Ghana,192,1.7152634,1,0,6909
Ghana,192,-.56755984,1,0,6905
Ghana,192,-.44690618,1,1,6903
Ghana,192,-.51432037,1,1,6904
Ghana,192,-.78502864,1,0,6906
Ghana,194,-.35700187,0,0,6914
Ghana,194,-.40830123,0,0,6918
Ghana,194,.37365523,0,0,6912
Ghana,194,-.1481154,0,0,6916
Ghana,194,1.0388428,0,0,6915
Ghana,194,-.48918399,0,0,6913
Ghana,194,-1.0629452,0,0,6917
Ghana,194,.28801569,0,0,6911
Ghana,195,.29229543,0,0,6925
Ghana,195,-.77361703,0,0,6931
Ghana,195,.30527413,0,0,6933
Ghana,195,.48045585,0,0,6920
Ghana,195,.19042085,0,0,6923
Ghana,195,1.4524643,0,0,6926
Ghana,195,-.76867092,0,0,6921
Ghana,195,.13002132,0,0,6928
Ghana,195,.74309164,0,0,6922
Ghana,195,,0,0,6934
Ghana,195,-.67681563,0,0,6919
Ghana,195,-.25727022,0,0,6929
Ghana,195,.56090426,0,0,6924
Ghana,195,-.16539648,0,0,6932
Ghana,195,1.1446314,0,0,6927
Ghana,195,.71124154,0,0,6930
Ghana,196,1.4056532,1,1,6935
Ghana,196,,1,1,6940
Ghana,196,-.95855182,1,0,6937
Ghana,196,-.31077141,1,1,6936
Ghana,196,-1.0216872,1,0,6941
Ghana,196,-.27732712,1,1,6938
Ghana,196,-.47178623,1,0,6939
